i,k,r,t,level,marginal,lower,upper,scale
Poland,nonfood_items_clothing,M,4,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,M,5,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,M,6,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,M,7,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,M,8,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,M,9,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,M,10,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,M,11,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,M,12,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,M,13,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,M,14,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,M,15,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,M,16,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,M,17,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,M,18,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,M,19,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,M,20,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,M,21,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,M,22,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,M,23,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,M,24,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,M,25,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,M,26,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,M,27,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,M,28,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,M,29,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,M,30,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,M,31,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,H,0,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,H,1,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,H,2,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,H,3,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,H,4,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,H,5,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,H,6,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,H,7,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,H,8,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,H,9,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,H,10,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,H,11,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,H,12,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,H,13,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,H,14,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,H,15,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,H,16,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,H,17,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,H,18,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,H,19,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,H,20,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,H,21,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,H,22,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,H,23,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,H,24,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,H,25,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,H,26,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,H,27,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,H,28,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,H,29,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,H,30,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,H,31,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,L,0,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,L,1,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,L,2,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,L,3,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,L,4,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,L,5,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,L,6,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,L,7,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,L,8,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,L,9,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,L,10,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,L,11,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,L,12,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,L,13,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,L,14,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,L,15,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,L,16,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,L,17,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,L,18,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,L,19,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,L,20,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,L,21,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,L,22,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,L,23,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,L,24,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,L,25,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,L,26,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,L,27,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,L,28,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,L,29,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,L,30,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,L,31,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,M,0,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,M,1,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,M,2,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,M,3,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,M,4,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,M,5,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,M,6,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,M,7,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,M,8,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,M,9,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,M,10,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,M,11,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,M,12,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,M,13,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,M,14,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,M,15,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,M,16,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,M,17,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,M,18,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,M,19,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,M,20,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,M,21,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,M,22,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,M,23,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,M,24,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,M,25,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,M,26,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,M,27,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,M,28,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,M,29,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,M,30,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,M,31,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,H,0,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,H,1,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,H,2,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,H,3,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,H,4,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,H,5,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,H,6,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,H,7,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,H,8,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,H,9,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,H,10,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,H,11,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,H,12,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,H,13,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,H,14,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,H,15,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,H,16,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,H,17,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,H,18,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,H,19,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,H,20,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,H,21,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,H,22,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,H,23,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,H,24,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,H,25,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,H,26,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,H,27,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,H,28,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,H,29,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,H,30,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,H,31,0.0,-0.0,0.0,inf,1.0
Poland,medical,L,0,0.0,-0.0,0.0,inf,1.0
Poland,medical,L,1,0.0,-0.0,0.0,inf,1.0
Poland,medical,L,2,0.0,-0.0,0.0,inf,1.0
Poland,medical,L,3,0.0,-0.0,0.0,inf,1.0
Poland,medical,L,4,0.0,-0.0,0.0,inf,1.0
Poland,medical,L,5,0.0,-0.0,0.0,inf,1.0
Poland,medical,L,6,0.0,-0.0,0.0,inf,1.0
Poland,medical,L,7,0.0,-0.0,0.0,inf,1.0
Poland,medical,L,8,0.0,-0.0,0.0,inf,1.0
Poland,medical,L,9,0.0,-0.0,0.0,inf,1.0
Poland,medical,L,10,0.0,-0.0,0.0,inf,1.0
Poland,medical,L,11,0.0,-0.0,0.0,inf,1.0
Poland,medical,L,12,0.0,-0.0,0.0,inf,1.0
Poland,medical,L,13,0.0,-0.0,0.0,inf,1.0
Poland,medical,L,14,0.0,-0.0,0.0,inf,1.0
Poland,medical,L,15,0.0,-0.0,0.0,inf,1.0
Poland,medical,L,16,0.0,-0.0,0.0,inf,1.0
Poland,medical,L,17,0.0,-0.0,0.0,inf,1.0
Poland,medical,L,18,0.0,-0.0,0.0,inf,1.0
Poland,medical,L,19,0.0,-0.0,0.0,inf,1.0
Poland,medical,L,20,0.0,-0.0,0.0,inf,1.0
Poland,medical,L,21,0.0,-0.0,0.0,inf,1.0
Poland,medical,L,22,0.0,-0.0,0.0,inf,1.0
Poland,medical,L,23,0.0,-0.0,0.0,inf,1.0
Poland,medical,L,24,0.0,-0.0,0.0,inf,1.0
Poland,medical,L,25,0.0,-0.0,0.0,inf,1.0
Poland,medical,L,26,0.0,-0.0,0.0,inf,1.0
Poland,medical,L,27,0.0,-0.0,0.0,inf,1.0
Poland,medical,L,28,0.0,-0.0,0.0,inf,1.0
Poland,medical,L,29,0.0,-0.0,0.0,inf,1.0
Poland,medical,L,30,0.0,-0.0,0.0,inf,1.0
Poland,medical,L,31,0.0,-0.0,0.0,inf,1.0
Poland,medical,M,0,0.0,-0.0,0.0,inf,1.0
Poland,medical,M,1,0.0,-0.0,0.0,inf,1.0
Poland,medical,M,2,0.0,-0.0,0.0,inf,1.0
Poland,medical,M,3,0.0,-0.0,0.0,inf,1.0
Poland,medical,M,4,0.0,-0.0,0.0,inf,1.0
Poland,medical,M,5,0.0,-0.0,0.0,inf,1.0
Poland,medical,M,6,0.0,-0.0,0.0,inf,1.0
Poland,medical,M,7,0.0,-0.0,0.0,inf,1.0
Poland,medical,M,8,0.0,-0.0,0.0,inf,1.0
Poland,medical,M,9,0.0,-0.0,0.0,inf,1.0
Poland,medical,M,10,0.0,-0.0,0.0,inf,1.0
Poland,medical,M,11,0.0,-0.0,0.0,inf,1.0
Poland,medical,M,12,0.0,-0.0,0.0,inf,1.0
Poland,medical,M,13,0.0,-0.0,0.0,inf,1.0
Poland,medical,M,14,0.0,-0.0,0.0,inf,1.0
Poland,medical,M,15,0.0,-0.0,0.0,inf,1.0
Poland,medical,M,16,0.0,-0.0,0.0,inf,1.0
Poland,medical,M,17,0.0,-0.0,0.0,inf,1.0
Poland,medical,M,18,0.0,-0.0,0.0,inf,1.0
Poland,medical,M,19,0.0,-0.0,0.0,inf,1.0
Poland,medical,M,20,0.0,-0.0,0.0,inf,1.0
Poland,medical,M,21,0.0,-0.0,0.0,inf,1.0
Poland,medical,M,22,0.0,-0.0,0.0,inf,1.0
Poland,medical,M,23,0.0,-0.0,0.0,inf,1.0
Poland,medical,M,24,0.0,-0.0,0.0,inf,1.0
Poland,medical,M,25,0.0,-0.0,0.0,inf,1.0
Poland,medical,M,26,0.0,-0.0,0.0,inf,1.0
Poland,medical,M,27,0.0,-0.0,0.0,inf,1.0
Poland,medical,M,28,0.0,-0.0,0.0,inf,1.0
Poland,medical,M,29,0.0,-0.0,0.0,inf,1.0
Poland,medical,M,30,0.0,-0.0,0.0,inf,1.0
Poland,medical,M,31,0.0,-0.0,0.0,inf,1.0
Poland,medical,H,0,0.0,-0.0,0.0,inf,1.0
Poland,medical,H,1,0.0,-0.0,0.0,inf,1.0
Poland,medical,H,2,0.0,-0.0,0.0,inf,1.0
Poland,medical,H,3,0.0,-0.0,0.0,inf,1.0
Poland,medical,H,4,0.0,-0.0,0.0,inf,1.0
Poland,medical,H,5,0.0,-0.0,0.0,inf,1.0
Poland,medical,H,6,0.0,-0.0,0.0,inf,1.0
Poland,medical,H,7,0.0,-0.0,0.0,inf,1.0
Poland,medical,H,8,0.0,-0.0,0.0,inf,1.0
Poland,medical,H,9,0.0,-0.0,0.0,inf,1.0
Poland,medical,H,10,0.0,-0.0,0.0,inf,1.0
Poland,medical,H,11,0.0,-0.0,0.0,inf,1.0
Poland,medical,H,12,0.0,-0.0,0.0,inf,1.0
Poland,medical,H,13,0.0,-0.0,0.0,inf,1.0
Poland,medical,H,14,0.0,-0.0,0.0,inf,1.0
Poland,medical,H,15,0.0,-0.0,0.0,inf,1.0
Poland,medical,H,16,0.0,-0.0,0.0,inf,1.0
Poland,medical,H,17,0.0,-0.0,0.0,inf,1.0
Poland,medical,H,18,0.0,-0.0,0.0,inf,1.0
Poland,medical,H,19,0.0,-0.0,0.0,inf,1.0
Poland,medical,H,20,0.0,-0.0,0.0,inf,1.0
Poland,medical,H,21,0.0,-0.0,0.0,inf,1.0
Poland,medical,H,22,0.0,-0.0,0.0,inf,1.0
Poland,medical,H,23,0.0,-0.0,0.0,inf,1.0
Poland,medical,H,24,0.0,-0.0,0.0,inf,1.0
Poland,medical,H,25,0.0,-0.0,0.0,inf,1.0
Poland,medical,H,26,0.0,-0.0,0.0,inf,1.0
Poland,medical,H,27,0.0,-0.0,0.0,inf,1.0
Poland,medical,H,28,0.0,-0.0,0.0,inf,1.0
Poland,medical,H,29,0.0,-0.0,0.0,inf,1.0
Poland,medical,H,30,0.0,-0.0,0.0,inf,1.0
Poland,medical,H,31,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,L,0,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,L,1,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,L,2,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,L,3,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,L,4,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,L,5,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,L,6,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,L,7,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,L,8,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,L,9,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,L,10,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,L,11,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,L,12,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,L,13,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,L,14,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,L,15,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,L,16,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,L,17,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,L,18,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,L,19,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,L,20,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,L,21,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,L,22,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,L,23,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,L,24,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,L,25,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,L,26,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,L,27,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,L,28,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,L,29,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,L,30,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,L,31,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,M,0,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,M,1,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,M,2,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,M,3,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,M,4,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,M,5,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,M,6,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,M,7,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,M,8,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,M,9,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,M,10,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,M,11,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,M,12,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,M,13,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,M,14,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,M,15,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,M,16,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,M,17,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,M,18,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,M,19,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,M,20,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,M,21,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,M,22,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,M,23,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,M,24,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,M,25,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,M,26,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,M,27,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,M,28,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,M,29,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,M,30,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,M,31,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,H,0,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,H,1,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,H,2,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,H,3,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,H,4,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,H,5,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,H,6,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,H,7,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,H,8,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,H,9,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,H,10,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,H,11,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,H,12,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,H,13,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,H,14,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,H,15,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,H,16,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,H,17,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,H,18,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,H,19,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,H,20,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,H,21,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,H,22,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,H,23,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,H,24,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,H,25,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,H,26,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,H,27,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,H,28,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,H,29,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,H,30,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,H,31,0.0,-0.0,0.0,inf,1.0
Romania,housing,L,0,0.0,-0.0,0.0,inf,1.0
Romania,housing,L,1,0.0,-0.0,0.0,inf,1.0
Romania,housing,L,2,0.0,-0.0,0.0,inf,1.0
Romania,housing,L,3,0.0,-0.0,0.0,inf,1.0
Romania,housing,L,4,0.0,-0.0,0.0,inf,1.0
Romania,housing,L,5,0.0,-0.0,0.0,inf,1.0
Romania,housing,L,6,0.0,-0.0,0.0,inf,1.0
Romania,housing,L,7,0.0,-0.0,0.0,inf,1.0
Romania,housing,L,8,0.0,-0.0,0.0,inf,1.0
Romania,housing,L,9,0.0,-0.0,0.0,inf,1.0
Romania,housing,L,10,0.0,-0.0,0.0,inf,1.0
Romania,housing,L,11,0.0,-0.0,0.0,inf,1.0
Romania,housing,L,12,0.0,-0.0,0.0,inf,1.0
Romania,housing,L,13,0.0,-0.0,0.0,inf,1.0
Romania,housing,L,14,0.0,-0.0,0.0,inf,1.0
Romania,housing,L,15,0.0,-0.0,0.0,inf,1.0
Romania,housing,L,16,0.0,-0.0,0.0,inf,1.0
Romania,housing,L,17,0.0,-0.0,0.0,inf,1.0
Romania,housing,L,18,0.0,-0.0,0.0,inf,1.0
Romania,housing,L,19,0.0,-0.0,0.0,inf,1.0
Romania,housing,L,20,0.0,-0.0,0.0,inf,1.0
Romania,housing,L,21,0.0,-0.0,0.0,inf,1.0
Romania,housing,L,22,0.0,-0.0,0.0,inf,1.0
Romania,housing,L,23,0.0,-0.0,0.0,inf,1.0
Romania,housing,L,24,0.0,-0.0,0.0,inf,1.0
Romania,housing,L,25,0.0,-0.0,0.0,inf,1.0
Romania,housing,L,26,0.0,-0.0,0.0,inf,1.0
Romania,housing,L,27,0.0,-0.0,0.0,inf,1.0
Romania,housing,L,28,0.0,-0.0,0.0,inf,1.0
Romania,housing,L,29,0.0,-0.0,0.0,inf,1.0
Romania,housing,L,30,0.0,-0.0,0.0,inf,1.0
Romania,housing,L,31,0.0,-0.0,0.0,inf,1.0
Romania,housing,M,0,0.0,-0.0,0.0,inf,1.0
Romania,housing,M,1,0.0,-0.0,0.0,inf,1.0
Romania,housing,M,2,0.0,-0.0,0.0,inf,1.0
Romania,housing,M,3,0.0,-0.0,0.0,inf,1.0
Romania,housing,M,4,0.0,-0.0,0.0,inf,1.0
Romania,housing,M,5,0.0,-0.0,0.0,inf,1.0
Romania,housing,M,6,0.0,-0.0,0.0,inf,1.0
Romania,housing,M,7,0.0,-0.0,0.0,inf,1.0
Romania,housing,M,8,0.0,-0.0,0.0,inf,1.0
Romania,housing,M,9,0.0,-0.0,0.0,inf,1.0
Romania,housing,M,10,0.0,-0.0,0.0,inf,1.0
Romania,housing,M,11,0.0,-0.0,0.0,inf,1.0
Romania,housing,M,12,0.0,-0.0,0.0,inf,1.0
Romania,housing,M,13,0.0,-0.0,0.0,inf,1.0
Romania,housing,M,14,0.0,-0.0,0.0,inf,1.0
Romania,housing,M,15,0.0,-0.0,0.0,inf,1.0
Romania,housing,M,16,0.0,-0.0,0.0,inf,1.0
Romania,housing,M,17,0.0,-0.0,0.0,inf,1.0
Romania,housing,M,18,0.0,-0.0,0.0,inf,1.0
Romania,housing,M,19,0.0,-0.0,0.0,inf,1.0
Romania,housing,M,20,0.0,-0.0,0.0,inf,1.0
Romania,housing,M,21,0.0,-0.0,0.0,inf,1.0
Romania,housing,M,22,0.0,-0.0,0.0,inf,1.0
Romania,housing,M,23,0.0,-0.0,0.0,inf,1.0
Romania,housing,M,24,0.0,-0.0,0.0,inf,1.0
Romania,housing,M,25,0.0,-0.0,0.0,inf,1.0
Romania,housing,M,26,0.0,-0.0,0.0,inf,1.0
Romania,housing,M,27,0.0,-0.0,0.0,inf,1.0
Romania,housing,M,28,0.0,-0.0,0.0,inf,1.0
Romania,housing,M,29,0.0,-0.0,0.0,inf,1.0
Romania,housing,M,30,0.0,-0.0,0.0,inf,1.0
Romania,housing,M,31,0.0,-0.0,0.0,inf,1.0
Romania,housing,H,0,0.0,-0.0,0.0,inf,1.0
Romania,housing,H,1,0.0,-0.0,0.0,inf,1.0
Romania,housing,H,2,0.0,-0.0,0.0,inf,1.0
Romania,housing,H,3,0.0,-0.0,0.0,inf,1.0
Romania,housing,H,4,0.0,-0.0,0.0,inf,1.0
Romania,housing,H,5,0.0,-0.0,0.0,inf,1.0
Romania,housing,H,6,0.0,-0.0,0.0,inf,1.0
