i,p,t,level,marginal,lower,upper,scale
Romania,nonfood_items_clothing,12,2428.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,13,2347.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,14,0.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,15,0.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,16,57.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,17,0.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,18,0.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,19,0.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,20,0.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,21,0.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,22,170.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,23,72.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,24,0.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,25,0.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,26,1577.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,27,0.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,28,0.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,29,0.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,30,0.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,31,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,0,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,1,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,2,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,3,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,4,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,5,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,6,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,7,202909.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,8,202669.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,9,202510.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,10,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,11,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,12,223.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,13,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,14,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,15,214.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,16,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,17,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,18,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,19,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,20,58005.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,21,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,22,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,23,183.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,24,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,25,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,26,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,27,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,28,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,29,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,30,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,31,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,0,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,1,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,2,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,3,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,4,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,5,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,6,3172.0,-0.0,0.0,inf,1.0
Slovakia,housing,7,96.0,-0.0,0.0,inf,1.0
Slovakia,housing,8,39.0,-0.0,0.0,inf,1.0
Slovakia,housing,9,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,10,62882.0,-0.0,0.0,inf,1.0
Slovakia,housing,11,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,12,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,13,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,14,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,15,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,16,53.0,-0.0,0.0,inf,1.0
Slovakia,housing,17,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,18,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,19,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,20,18153.0,-0.0,0.0,inf,1.0
Slovakia,housing,21,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,22,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,23,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,24,47.0,-0.0,0.0,inf,1.0
Slovakia,housing,25,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,26,1897.0,-0.0,0.0,inf,1.0
Slovakia,housing,27,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,28,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,29,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,30,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,31,0.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,0,0.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,1,0.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,2,0.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,3,12574.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,4,0.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,5,0.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,6,112.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,7,0.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,8,81.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,9,0.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,10,0.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,11,0.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,12,108.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,13,0.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,14,0.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,15,108.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,16,0.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,17,0.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,18,0.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,19,0.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,20,0.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,21,0.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,22,99.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,23,0.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,24,0.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,25,7899.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,26,638.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,27,90.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,28,0.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,29,0.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,30,0.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,31,0.0,-0.0,0.0,inf,1.0
Switzerland,food_clothing,0,0.0,-0.0,0.0,inf,1.0
Switzerland,food_clothing,1,0.0,-0.0,0.0,inf,1.0
Switzerland,food_clothing,2,0.0,-0.0,0.0,inf,1.0
Switzerland,food_clothing,3,0.0,-0.0,0.0,inf,1.0
Switzerland,food_clothing,4,0.0,-0.0,0.0,inf,1.0
Switzerland,food_clothing,5,0.0,-0.0,0.0,inf,1.0
Switzerland,food_clothing,6,0.0,-0.0,0.0,inf,1.0
Switzerland,food_clothing,7,6377.0,-0.0,0.0,inf,1.0
Switzerland,food_clothing,8,4047.0,-0.0,0.0,inf,1.0
Switzerland,food_clothing,9,2242.0,-0.0,0.0,inf,1.0
Switzerland,food_clothing,10,1174.0,-0.0,0.0,inf,1.0
Switzerland,food_clothing,11,0.0,-0.0,0.0,inf,1.0
Switzerland,food_clothing,12,14175.0,-0.0,0.0,inf,1.0
Switzerland,food_clothing,13,817.0,-0.0,0.0,inf,1.0
Switzerland,food_clothing,14,0.0,-0.0,0.0,inf,1.0
Switzerland,food_clothing,15,0.0,-0.0,0.0,inf,1.0
Switzerland,food_clothing,16,0.0,-0.0,0.0,inf,1.0
Switzerland,food_clothing,17,0.0,-0.0,0.0,inf,1.0
Switzerland,food_clothing,18,0.0,-0.0,0.0,inf,1.0
Switzerland,food_clothing,19,0.0,-0.0,0.0,inf,1.0
Switzerland,food_clothing,20,0.0,-0.0,0.0,inf,1.0
Switzerland,food_clothing,21,0.0,-0.0,0.0,inf,1.0
Switzerland,food_clothing,22,1004.0,-0.0,0.0,inf,1.0
Switzerland,food_clothing,23,0.0,-0.0,0.0,inf,1.0
Switzerland,food_clothing,24,29755.0,-0.0,0.0,inf,1.0
Switzerland,food_clothing,25,28683.0,-0.0,0.0,inf,1.0
Switzerland,food_clothing,26,0.0,-0.0,0.0,inf,1.0
Switzerland,food_clothing,27,0.0,-0.0,0.0,inf,1.0
Switzerland,food_clothing,28,0.0,-0.0,0.0,inf,1.0
Switzerland,food_clothing,29,0.0,-0.0,0.0,inf,1.0
Switzerland,food_clothing,30,0.0,-0.0,0.0,inf,1.0
Switzerland,food_clothing,31,0.0,-0.0,0.0,inf,1.0
Switzerland,housing,0,0.0,-0.0,0.0,inf,1.0
Switzerland,housing,1,0.0,-0.0,0.0,inf,1.0
Switzerland,housing,2,0.0,-0.0,0.0,inf,1.0
Switzerland,housing,3,0.0,-0.0,0.0,inf,1.0
Switzerland,housing,4,0.0,-0.0,0.0,inf,1.0
Switzerland,housing,5,0.0,-0.0,0.0,inf,1.0
Switzerland,housing,6,0.0,-0.0,0.0,inf,1.0
Switzerland,housing,7,0.0,-0.0,0.0,inf,1.0
Switzerland,housing,8,0.0,-0.0,0.0,inf,1.0
Switzerland,housing,9,5845.0,-0.0,0.0,inf,1.0
Switzerland,housing,10,0.0,-0.0,0.0,inf,1.0
Switzerland,housing,11,0.0,-0.0,0.0,inf,1.0
Switzerland,housing,12,0.0,-0.0,0.0,inf,1.0
Switzerland,housing,13,0.0,-0.0,0.0,inf,1.0
Switzerland,housing,14,0.0,-0.0,0.0,inf,1.0
Switzerland,housing,15,0.0,-0.0,0.0,inf,1.0
Switzerland,housing,16,0.0,-0.0,0.0,inf,1.0
Switzerland,housing,17,0.0,-0.0,0.0,inf,1.0
Switzerland,housing,18,0.0,-0.0,0.0,inf,1.0
Switzerland,housing,19,0.0,-0.0,0.0,inf,1.0
Switzerland,housing,20,503.0,-0.0,0.0,inf,1.0
Switzerland,housing,21,0.0,-0.0,0.0,inf,1.0
Switzerland,housing,22,0.0,-0.0,0.0,inf,1.0
Switzerland,housing,23,0.0,-0.0,0.0,inf,1.0
Switzerland,housing,24,786.0,-0.0,0.0,inf,1.0
Switzerland,housing,25,519.0,-0.0,0.0,inf,1.0
Switzerland,housing,26,262.0,-0.0,0.0,inf,1.0
Switzerland,housing,27,0.0,-0.0,0.0,inf,1.0
Switzerland,housing,28,0.0,-0.0,0.0,inf,1.0
Switzerland,housing,29,0.0,-0.0,0.0,inf,1.0
Switzerland,housing,30,25.0,-0.0,0.0,inf,1.0
Switzerland,housing,31,0.0,-0.0,0.0,inf,1.0
Switzerland,nonfood_items_clothing,0,0.0,-0.0,0.0,inf,1.0
Switzerland,nonfood_items_clothing,1,0.0,-0.0,0.0,inf,1.0
Switzerland,nonfood_items_clothing,2,0.0,-0.0,0.0,inf,1.0
Switzerland,nonfood_items_clothing,3,0.0,-0.0,0.0,inf,1.0
Switzerland,nonfood_items_clothing,4,0.0,-0.0,0.0,inf,1.0
Switzerland,nonfood_items_clothing,5,0.0,-0.0,0.0,inf,1.0
Switzerland,nonfood_items_clothing,6,0.0,-0.0,0.0,inf,1.0
Switzerland,nonfood_items_clothing,7,1148.0,-0.0,0.0,inf,1.0
Switzerland,nonfood_items_clothing,8,0.0,-0.0,0.0,inf,1.0
Switzerland,nonfood_items_clothing,9,0.0,-0.0,0.0,inf,1.0
Switzerland,nonfood_items_clothing,10,0.0,-0.0,0.0,inf,1.0
Switzerland,nonfood_items_clothing,11,0.0,-0.0,0.0,inf,1.0
Switzerland,nonfood_items_clothing,12,0.0,-0.0,0.0,inf,1.0
Switzerland,nonfood_items_clothing,13,0.0,-0.0,0.0,inf,1.0
Switzerland,nonfood_items_clothing,14,0.0,-0.0,0.0,inf,1.0
Switzerland,nonfood_items_clothing,15,946.0,-0.0,0.0,inf,1.0
Switzerland,nonfood_items_clothing,16,458.0,-0.0,0.0,inf,1.0
Switzerland,nonfood_items_clothing,17,0.0,-0.0,0.0,inf,1.0
Switzerland,nonfood_items_clothing,18,0.0,-0.0,0.0,inf,1.0
Switzerland,nonfood_items_clothing,19,2432.0,-0.0,0.0,inf,1.0
Switzerland,nonfood_items_clothing,20,1412.0,-0.0,0.0,inf,1.0
Switzerland,nonfood_items_clothing,21,0.0,-0.0,0.0,inf,1.0
Switzerland,nonfood_items_clothing,22,20379.0,-0.0,0.0,inf,1.0
Switzerland,nonfood_items_clothing,23,19920.0,-0.0,0.0,inf,1.0
Switzerland,nonfood_items_clothing,24,0.0,-0.0,0.0,inf,1.0
Switzerland,nonfood_items_clothing,25,512.0,-0.0,0.0,inf,1.0
Switzerland,nonfood_items_clothing,26,0.0,-0.0,0.0,inf,1.0
Switzerland,nonfood_items_clothing,27,1281.0,-0.0,0.0,inf,1.0
Switzerland,nonfood_items_clothing,28,797.0,-0.0,0.0,inf,1.0
Switzerland,nonfood_items_clothing,29,363.0,-0.0,0.0,inf,1.0
Switzerland,nonfood_items_clothing,30,0.0,-0.0,0.0,inf,1.0
Switzerland,nonfood_items_clothing,31,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,0,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,1,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,2,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,3,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,4,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,5,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,6,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,7,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,8,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,9,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,10,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,11,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,12,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,13,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,14,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,15,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,16,5103.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,17,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,18,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,19,6822.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,20,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,21,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,22,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,23,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,24,7712.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,25,4426.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,26,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,27,4353.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,28,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,29,3679.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,30,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,31,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,0,55418.0,-0.0,0.0,inf,1.0
Ukraine,housing,1,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,2,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,3,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,4,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,5,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,6,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,7,5821.0,-0.0,0.0,inf,1.0
Ukraine,housing,8,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,9,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,10,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,11,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,12,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,13,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,14,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,15,1738.0,-0.0,0.0,inf,1.0
Ukraine,housing,16,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,17,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,18,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,19,4500.0,-0.0,0.0,inf,1.0
Ukraine,housing,20,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,21,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,22,1933.0,-0.0,0.0,inf,1.0
Ukraine,housing,23,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,24,12168.0,-0.0,0.0,inf,1.0
Ukraine,housing,25,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,26,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,27,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,28,2142.0,-0.0,0.0,inf,1.0
Ukraine,housing,29,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,30,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,31,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,0,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,1,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,2,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,3,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,4,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,5,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,6,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,7,2265.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,8,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,9,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,10,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,11,3890.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,12,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,13,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,14,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,15,1976.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,16,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,17,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,18,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,19,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,20,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,21,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,22,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,23,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,24,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,25,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,26,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,27,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,28,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,29,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,30,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,31,0.0,-0.0,0.0,inf,1.0
UnitedState,food_clothing,0,0.0,-0.0,0.0,inf,1.0
UnitedState,food_clothing,1,0.0,-0.0,0.0,inf,1.0
UnitedState,food_clothing,2,0.0,-0.0,0.0,inf,1.0
UnitedState,food_clothing,3,0.0,-0.0,0.0,inf,1.0
UnitedState,food_clothing,4,0.0,-0.0,0.0,inf,1.0
UnitedState,food_clothing,5,0.0,-0.0,0.0,inf,1.0
UnitedState,food_clothing,6,0.0,-0.0,0.0,inf,1.0
UnitedState,food_clothing,7,0.0,-0.0,0.0,inf,1.0
UnitedState,food_clothing,8,0.0,-0.0,0.0,inf,1.0
UnitedState,food_clothing,9,0.0,-0.0,0.0,inf,1.0
UnitedState,food_clothing,10,0.0,-0.0,0.0,inf,1.0
UnitedState,food_clothing,11,0.0,-0.0,0.0,inf,1.0
UnitedState,food_clothing,12,0.0,-0.0,0.0,inf,1.0
UnitedState,food_clothing,13,0.0,-0.0,0.0,inf,1.0
UnitedState,food_clothing,14,0.0,-0.0,0.0,inf,1.0
UnitedState,food_clothing,15,0.0,-0.0,0.0,inf,1.0
UnitedState,food_clothing,16,0.0,-0.0,0.0,inf,1.0
UnitedState,food_clothing,17,0.0,-0.0,0.0,inf,1.0
UnitedState,food_clothing,18,0.0,-0.0,0.0,inf,1.0
UnitedState,food_clothing,19,0.0,-0.0,0.0,inf,1.0
UnitedState,food_clothing,20,0.0,-0.0,0.0,inf,1.0
UnitedState,food_clothing,21,0.0,-0.0,0.0,inf,1.0
UnitedState,food_clothing,22,0.0,-0.0,0.0,inf,1.0
UnitedState,food_clothing,23,0.0,-0.0,0.0,inf,1.0
UnitedState,food_clothing,24,0.0,-0.0,0.0,inf,1.0
UnitedState,food_clothing,25,0.0,-0.0,0.0,inf,1.0
UnitedState,food_clothing,26,0.0,-0.0,0.0,inf,1.0
UnitedState,food_clothing,27,0.0,-0.0,0.0,inf,1.0
UnitedState,food_clothing,28,0.0,-0.0,0.0,inf,1.0
UnitedState,food_clothing,29,0.0,-0.0,0.0,inf,1.0
UnitedState,food_clothing,30,0.0,-0.0,0.0,inf,1.0
UnitedState,food_clothing,31,0.0,-0.0,0.0,inf,1.0
UnitedState,housing,0,0.0,-0.0,0.0,inf,1.0
UnitedState,housing,1,0.0,-0.0,0.0,inf,1.0
UnitedState,housing,2,0.0,-0.0,0.0,inf,1.0
UnitedState,housing,3,0.0,-0.0,0.0,inf,1.0
UnitedState,housing,4,0.0,-0.0,0.0,inf,1.0
UnitedState,housing,5,0.0,-0.0,0.0,inf,1.0
UnitedState,housing,6,0.0,-0.0,0.0,inf,1.0
UnitedState,housing,7,0.0,-0.0,0.0,inf,1.0
UnitedState,housing,8,0.0,-0.0,0.0,inf,1.0
UnitedState,housing,9,0.0,-0.0,0.0,inf,1.0
UnitedState,housing,10,0.0,-0.0,0.0,inf,1.0
UnitedState,housing,11,0.0,-0.0,0.0,inf,1.0
UnitedState,housing,12,0.0,-0.0,0.0,inf,1.0
UnitedState,housing,13,0.0,-0.0,0.0,inf,1.0
UnitedState,housing,14,0.0,-0.0,0.0,inf,1.0
UnitedState,housing,15,0.0,-0.0,0.0,inf,1.0
UnitedState,housing,16,0.0,-0.0,0.0,inf,1.0
UnitedState,housing,17,0.0,-0.0,0.0,inf,1.0
UnitedState,housing,18,0.0,-0.0,0.0,inf,1.0
UnitedState,housing,19,0.0,-0.0,0.0,inf,1.0
UnitedState,housing,20,0.0,-0.0,0.0,inf,1.0
UnitedState,housing,21,0.0,-0.0,0.0,inf,1.0
UnitedState,housing,22,0.0,-0.0,0.0,inf,1.0
UnitedState,housing,23,0.0,-0.0,0.0,inf,1.0
UnitedState,housing,24,0.0,-0.0,0.0,inf,1.0
UnitedState,housing,25,0.0,-0.0,0.0,inf,1.0
UnitedState,housing,26,0.0,-0.0,0.0,inf,1.0
UnitedState,housing,27,0.0,-0.0,0.0,inf,1.0
UnitedState,housing,28,0.0,-0.0,0.0,inf,1.0
UnitedState,housing,29,0.0,-0.0,0.0,inf,1.0
UnitedState,housing,30,0.0,-0.0,0.0,inf,1.0
UnitedState,housing,31,0.0,-0.0,0.0,inf,1.0
UnitedState,nonfood_items_clothing,0,0.0,-0.0,0.0,inf,1.0
UnitedState,nonfood_items_clothing,1,0.0,-0.0,0.0,inf,1.0
UnitedState,nonfood_items_clothing,2,0.0,-0.0,0.0,inf,1.0
UnitedState,nonfood_items_clothing,3,0.0,-0.0,0.0,inf,1.0
UnitedState,nonfood_items_clothing,4,0.0,-0.0,0.0,inf,1.0
UnitedState,nonfood_items_clothing,5,0.0,-0.0,0.0,inf,1.0
UnitedState,nonfood_items_clothing,6,0.0,-0.0,0.0,inf,1.0
UnitedState,nonfood_items_clothing,7,0.0,-0.0,0.0,inf,1.0
UnitedState,nonfood_items_clothing,8,0.0,-0.0,0.0,inf,1.0
UnitedState,nonfood_items_clothing,9,0.0,-0.0,0.0,inf,1.0
UnitedState,nonfood_items_clothing,10,0.0,-0.0,0.0,inf,1.0
UnitedState,nonfood_items_clothing,11,0.0,-0.0,0.0,inf,1.0
UnitedState,nonfood_items_clothing,12,0.0,-0.0,0.0,inf,1.0
UnitedState,nonfood_items_clothing,13,0.0,-0.0,0.0,inf,1.0
UnitedState,nonfood_items_clothing,14,0.0,-0.0,0.0,inf,1.0
UnitedState,nonfood_items_clothing,15,0.0,-0.0,0.0,inf,1.0
UnitedState,nonfood_items_clothing,16,0.0,-0.0,0.0,inf,1.0
UnitedState,nonfood_items_clothing,17,0.0,-0.0,0.0,inf,1.0
UnitedState,nonfood_items_clothing,18,0.0,-0.0,0.0,inf,1.0
UnitedState,nonfood_items_clothing,19,0.0,-0.0,0.0,inf,1.0
UnitedState,nonfood_items_clothing,20,0.0,-0.0,0.0,inf,1.0
UnitedState,nonfood_items_clothing,21,0.0,-0.0,0.0,inf,1.0
UnitedState,nonfood_items_clothing,22,0.0,-0.0,0.0,inf,1.0
UnitedState,nonfood_items_clothing,23,0.0,-0.0,0.0,inf,1.0
UnitedState,nonfood_items_clothing,24,0.0,-0.0,0.0,inf,1.0
UnitedState,nonfood_items_clothing,25,0.0,-0.0,0.0,inf,1.0
UnitedState,nonfood_items_clothing,26,0.0,-0.0,0.0,inf,1.0
UnitedState,nonfood_items_clothing,27,0.0,-0.0,0.0,inf,1.0
UnitedState,nonfood_items_clothing,28,0.0,-0.0,0.0,inf,1.0
