i,j,s,t,level,marginal,lower,upper,scale
Moldova,Ukraine,info_legal,30,0.0,200.0,0.0,inf,1.0
Moldova,Ukraine,info_legal,31,0.0,200.0,0.0,inf,1.0
Moldova,Ukraine,medical,0,0.0,200.0,0.0,inf,1.0
Moldova,Ukraine,medical,1,0.0,200.0,0.0,inf,1.0
Moldova,Ukraine,medical,2,0.0,200.0,0.0,inf,1.0
Moldova,Ukraine,medical,3,0.0,200.0,0.0,inf,1.0
Moldova,Ukraine,medical,4,0.0,200.0,0.0,inf,1.0
Moldova,Ukraine,medical,5,0.0,200.0,0.0,inf,1.0
Moldova,Ukraine,medical,6,0.0,200.0,0.0,inf,1.0
Moldova,Ukraine,medical,7,0.0,200.0,0.0,inf,1.0
Moldova,Ukraine,medical,8,0.0,200.0,0.0,inf,1.0
Moldova,Ukraine,medical,9,0.0,200.0,0.0,inf,1.0
Moldova,Ukraine,medical,10,0.0,200.0,0.0,inf,1.0
Moldova,Ukraine,medical,11,0.0,200.0,0.0,inf,1.0
Moldova,Ukraine,medical,12,0.0,200.0,0.0,inf,1.0
Moldova,Ukraine,medical,13,0.0,200.0,0.0,inf,1.0
Moldova,Ukraine,medical,14,0.0,200.0,0.0,inf,1.0
Moldova,Ukraine,medical,15,0.0,200.0,0.0,inf,1.0
Moldova,Ukraine,medical,16,0.0,200.0,0.0,inf,1.0
Moldova,Ukraine,medical,17,0.0,200.0,0.0,inf,1.0
Moldova,Ukraine,medical,18,0.0,200.0,0.0,inf,1.0
Moldova,Ukraine,medical,19,0.0,200.0,0.0,inf,1.0
Moldova,Ukraine,medical,20,0.0,200.0,0.0,inf,1.0
Moldova,Ukraine,medical,21,0.0,200.0,0.0,inf,1.0
Moldova,Ukraine,medical,22,0.0,200.0,0.0,inf,1.0
Moldova,Ukraine,medical,23,0.0,200.0,0.0,inf,1.0
Moldova,Ukraine,medical,24,0.0,200.0,0.0,inf,1.0
Moldova,Ukraine,medical,25,0.0,200.0,0.0,inf,1.0
Moldova,Ukraine,medical,26,0.0,200.0,0.0,inf,1.0
Moldova,Ukraine,medical,27,0.0,200.0,0.0,inf,1.0
Moldova,Ukraine,medical,28,0.0,200.0,0.0,inf,1.0
Moldova,Ukraine,medical,29,0.0,200.0,0.0,inf,1.0
Moldova,Ukraine,medical,30,0.0,200.0,0.0,inf,1.0
Moldova,Ukraine,medical,31,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,info_legal,0,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,info_legal,1,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,info_legal,2,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,info_legal,3,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,info_legal,4,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,info_legal,5,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,info_legal,6,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,info_legal,7,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,info_legal,8,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,info_legal,9,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,info_legal,10,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,info_legal,11,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,info_legal,12,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,info_legal,13,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,info_legal,14,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,info_legal,15,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,info_legal,16,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,info_legal,17,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,info_legal,18,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,info_legal,19,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,info_legal,20,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,info_legal,21,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,info_legal,22,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,info_legal,23,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,info_legal,24,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,info_legal,25,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,info_legal,26,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,info_legal,27,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,info_legal,28,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,info_legal,29,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,info_legal,30,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,info_legal,31,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,medical,0,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,medical,1,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,medical,2,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,medical,3,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,medical,4,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,medical,5,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,medical,6,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,medical,7,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,medical,8,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,medical,9,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,medical,10,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,medical,11,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,medical,12,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,medical,13,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,medical,14,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,medical,15,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,medical,16,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,medical,17,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,medical,18,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,medical,19,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,medical,20,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,medical,21,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,medical,22,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,medical,23,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,medical,24,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,medical,25,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,medical,26,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,medical,27,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,medical,28,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,medical,29,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,medical,30,0.0,200.0,0.0,inf,1.0
Moldova,UnitedState,medical,31,0.0,200.0,0.0,inf,1.0
Poland,Austria,info_legal,0,0.0,200.0,0.0,inf,1.0
Poland,Austria,info_legal,1,0.0,200.0,0.0,inf,1.0
Poland,Austria,info_legal,2,0.0,200.0,0.0,inf,1.0
Poland,Austria,info_legal,3,0.0,200.0,0.0,inf,1.0
Poland,Austria,info_legal,4,0.0,200.0,0.0,inf,1.0
Poland,Austria,info_legal,5,0.0,200.0,0.0,inf,1.0
Poland,Austria,info_legal,6,0.0,200.0,0.0,inf,1.0
Poland,Austria,info_legal,7,0.0,200.0,0.0,inf,1.0
Poland,Austria,info_legal,8,0.0,200.0,0.0,inf,1.0
Poland,Austria,info_legal,9,0.0,200.0,0.0,inf,1.0
Poland,Austria,info_legal,10,0.0,200.0,0.0,inf,1.0
Poland,Austria,info_legal,11,0.0,200.0,0.0,inf,1.0
Poland,Austria,info_legal,12,0.0,200.0,0.0,inf,1.0
Poland,Austria,info_legal,13,0.0,200.0,0.0,inf,1.0
Poland,Austria,info_legal,14,0.0,200.0,0.0,inf,1.0
Poland,Austria,info_legal,15,0.0,200.0,0.0,inf,1.0
Poland,Austria,info_legal,16,0.0,200.0,0.0,inf,1.0
Poland,Austria,info_legal,17,0.0,200.0,0.0,inf,1.0
Poland,Austria,info_legal,18,0.0,200.0,0.0,inf,1.0
Poland,Austria,info_legal,19,0.0,200.0,0.0,inf,1.0
Poland,Austria,info_legal,20,0.0,200.0,0.0,inf,1.0
Poland,Austria,info_legal,21,0.0,200.0,0.0,inf,1.0
Poland,Austria,info_legal,22,0.0,200.0,0.0,inf,1.0
Poland,Austria,info_legal,23,0.0,200.0,0.0,inf,1.0
Poland,Austria,info_legal,24,0.0,200.0,0.0,inf,1.0
Poland,Austria,info_legal,25,0.0,200.0,0.0,inf,1.0
Poland,Austria,info_legal,26,0.0,200.0,0.0,inf,1.0
Poland,Austria,info_legal,27,0.0,200.0,0.0,inf,1.0
Poland,Austria,info_legal,28,0.0,200.0,0.0,inf,1.0
Poland,Austria,info_legal,29,0.0,200.0,0.0,inf,1.0
Poland,Austria,info_legal,30,0.0,200.0,0.0,inf,1.0
Poland,Austria,info_legal,31,0.0,200.0,0.0,inf,1.0
Poland,Austria,medical,0,0.0,200.0,0.0,inf,1.0
Poland,Austria,medical,1,0.0,200.0,0.0,inf,1.0
Poland,Austria,medical,2,0.0,200.0,0.0,inf,1.0
Poland,Austria,medical,3,0.0,200.0,0.0,inf,1.0
Poland,Austria,medical,4,0.0,200.0,0.0,inf,1.0
Poland,Austria,medical,5,0.0,200.0,0.0,inf,1.0
Poland,Austria,medical,6,0.0,200.0,0.0,inf,1.0
Poland,Austria,medical,7,0.0,200.0,0.0,inf,1.0
Poland,Austria,medical,8,0.0,200.0,0.0,inf,1.0
Poland,Austria,medical,9,0.0,200.0,0.0,inf,1.0
Poland,Austria,medical,10,0.0,200.0,0.0,inf,1.0
Poland,Austria,medical,11,0.0,200.0,0.0,inf,1.0
Poland,Austria,medical,12,0.0,200.0,0.0,inf,1.0
Poland,Austria,medical,13,0.0,200.0,0.0,inf,1.0
Poland,Austria,medical,14,0.0,200.0,0.0,inf,1.0
Poland,Austria,medical,15,0.0,200.0,0.0,inf,1.0
Poland,Austria,medical,16,0.0,200.0,0.0,inf,1.0
Poland,Austria,medical,17,0.0,200.0,0.0,inf,1.0
Poland,Austria,medical,18,0.0,200.0,0.0,inf,1.0
Poland,Austria,medical,19,0.0,200.0,0.0,inf,1.0
Poland,Austria,medical,20,0.0,200.0,0.0,inf,1.0
Poland,Austria,medical,21,0.0,200.0,0.0,inf,1.0
Poland,Austria,medical,22,0.0,200.0,0.0,inf,1.0
Poland,Austria,medical,23,0.0,200.0,0.0,inf,1.0
Poland,Austria,medical,24,0.0,200.0,0.0,inf,1.0
Poland,Austria,medical,25,0.0,200.0,0.0,inf,1.0
Poland,Austria,medical,26,0.0,200.0,0.0,inf,1.0
Poland,Austria,medical,27,0.0,200.0,0.0,inf,1.0
Poland,Austria,medical,28,0.0,200.0,0.0,inf,1.0
Poland,Austria,medical,29,0.0,200.0,0.0,inf,1.0
Poland,Austria,medical,30,0.0,200.0,0.0,inf,1.0
Poland,Austria,medical,31,0.0,200.0,0.0,inf,1.0
Poland,Belgium,info_legal,0,0.0,200.0,0.0,inf,1.0
Poland,Belgium,info_legal,1,0.0,200.0,0.0,inf,1.0
Poland,Belgium,info_legal,2,0.0,200.0,0.0,inf,1.0
Poland,Belgium,info_legal,3,0.0,200.0,0.0,inf,1.0
Poland,Belgium,info_legal,4,0.0,200.0,0.0,inf,1.0
Poland,Belgium,info_legal,5,0.0,200.0,0.0,inf,1.0
Poland,Belgium,info_legal,6,0.0,200.0,0.0,inf,1.0
Poland,Belgium,info_legal,7,0.0,200.0,0.0,inf,1.0
Poland,Belgium,info_legal,8,0.0,200.0,0.0,inf,1.0
Poland,Belgium,info_legal,9,0.0,200.0,0.0,inf,1.0
Poland,Belgium,info_legal,10,0.0,200.0,0.0,inf,1.0
Poland,Belgium,info_legal,11,0.0,200.0,0.0,inf,1.0
Poland,Belgium,info_legal,12,0.0,200.0,0.0,inf,1.0
Poland,Belgium,info_legal,13,0.0,200.0,0.0,inf,1.0
Poland,Belgium,info_legal,14,0.0,200.0,0.0,inf,1.0
Poland,Belgium,info_legal,15,0.0,200.0,0.0,inf,1.0
Poland,Belgium,info_legal,16,0.0,200.0,0.0,inf,1.0
Poland,Belgium,info_legal,17,0.0,200.0,0.0,inf,1.0
Poland,Belgium,info_legal,18,0.0,200.0,0.0,inf,1.0
Poland,Belgium,info_legal,19,0.0,200.0,0.0,inf,1.0
Poland,Belgium,info_legal,20,0.0,200.0,0.0,inf,1.0
Poland,Belgium,info_legal,21,0.0,200.0,0.0,inf,1.0
Poland,Belgium,info_legal,22,0.0,200.0,0.0,inf,1.0
Poland,Belgium,info_legal,23,0.0,200.0,0.0,inf,1.0
Poland,Belgium,info_legal,24,0.0,200.0,0.0,inf,1.0
Poland,Belgium,info_legal,25,0.0,200.0,0.0,inf,1.0
Poland,Belgium,info_legal,26,0.0,200.0,0.0,inf,1.0
Poland,Belgium,info_legal,27,0.0,200.0,0.0,inf,1.0
Poland,Belgium,info_legal,28,0.0,200.0,0.0,inf,1.0
Poland,Belgium,info_legal,29,0.0,200.0,0.0,inf,1.0
Poland,Belgium,info_legal,30,0.0,200.0,0.0,inf,1.0
Poland,Belgium,info_legal,31,0.0,200.0,0.0,inf,1.0
Poland,Belgium,medical,0,0.0,200.0,0.0,inf,1.0
Poland,Belgium,medical,1,0.0,200.0,0.0,inf,1.0
Poland,Belgium,medical,2,0.0,200.0,0.0,inf,1.0
Poland,Belgium,medical,3,0.0,200.0,0.0,inf,1.0
Poland,Belgium,medical,4,0.0,200.0,0.0,inf,1.0
Poland,Belgium,medical,5,0.0,200.0,0.0,inf,1.0
Poland,Belgium,medical,6,0.0,200.0,0.0,inf,1.0
Poland,Belgium,medical,7,0.0,200.0,0.0,inf,1.0
Poland,Belgium,medical,8,0.0,200.0,0.0,inf,1.0
Poland,Belgium,medical,9,0.0,200.0,0.0,inf,1.0
Poland,Belgium,medical,10,0.0,200.0,0.0,inf,1.0
Poland,Belgium,medical,11,0.0,200.0,0.0,inf,1.0
Poland,Belgium,medical,12,0.0,200.0,0.0,inf,1.0
Poland,Belgium,medical,13,0.0,200.0,0.0,inf,1.0
Poland,Belgium,medical,14,0.0,200.0,0.0,inf,1.0
Poland,Belgium,medical,15,0.0,200.0,0.0,inf,1.0
Poland,Belgium,medical,16,0.0,200.0,0.0,inf,1.0
Poland,Belgium,medical,17,0.0,200.0,0.0,inf,1.0
Poland,Belgium,medical,18,0.0,200.0,0.0,inf,1.0
Poland,Belgium,medical,19,0.0,200.0,0.0,inf,1.0
Poland,Belgium,medical,20,0.0,200.0,0.0,inf,1.0
Poland,Belgium,medical,21,0.0,200.0,0.0,inf,1.0
Poland,Belgium,medical,22,0.0,200.0,0.0,inf,1.0
Poland,Belgium,medical,23,0.0,200.0,0.0,inf,1.0
Poland,Belgium,medical,24,0.0,200.0,0.0,inf,1.0
Poland,Belgium,medical,25,0.0,200.0,0.0,inf,1.0
Poland,Belgium,medical,26,0.0,200.0,0.0,inf,1.0
Poland,Belgium,medical,27,0.0,200.0,0.0,inf,1.0
Poland,Belgium,medical,28,0.0,200.0,0.0,inf,1.0
Poland,Belgium,medical,29,0.0,200.0,0.0,inf,1.0
Poland,Belgium,medical,30,0.0,200.0,0.0,inf,1.0
Poland,Belgium,medical,31,0.0,200.0,0.0,inf,1.0
Poland,Denmark,info_legal,0,0.0,200.0,0.0,inf,1.0
Poland,Denmark,info_legal,1,0.0,200.0,0.0,inf,1.0
Poland,Denmark,info_legal,2,0.0,200.0,0.0,inf,1.0
Poland,Denmark,info_legal,3,0.0,200.0,0.0,inf,1.0
Poland,Denmark,info_legal,4,0.0,200.0,0.0,inf,1.0
Poland,Denmark,info_legal,5,0.0,200.0,0.0,inf,1.0
Poland,Denmark,info_legal,6,0.0,200.0,0.0,inf,1.0
Poland,Denmark,info_legal,7,0.0,200.0,0.0,inf,1.0
Poland,Denmark,info_legal,8,0.0,200.0,0.0,inf,1.0
Poland,Denmark,info_legal,9,0.0,200.0,0.0,inf,1.0
Poland,Denmark,info_legal,10,0.0,200.0,0.0,inf,1.0
Poland,Denmark,info_legal,11,0.0,200.0,0.0,inf,1.0
Poland,Denmark,info_legal,12,0.0,200.0,0.0,inf,1.0
Poland,Denmark,info_legal,13,0.0,200.0,0.0,inf,1.0
Poland,Denmark,info_legal,14,0.0,200.0,0.0,inf,1.0
Poland,Denmark,info_legal,15,0.0,200.0,0.0,inf,1.0
Poland,Denmark,info_legal,16,0.0,200.0,0.0,inf,1.0
Poland,Denmark,info_legal,17,0.0,200.0,0.0,inf,1.0
Poland,Denmark,info_legal,18,0.0,200.0,0.0,inf,1.0
Poland,Denmark,info_legal,19,0.0,200.0,0.0,inf,1.0
Poland,Denmark,info_legal,20,0.0,200.0,0.0,inf,1.0
Poland,Denmark,info_legal,21,0.0,200.0,0.0,inf,1.0
Poland,Denmark,info_legal,22,0.0,200.0,0.0,inf,1.0
Poland,Denmark,info_legal,23,0.0,200.0,0.0,inf,1.0
Poland,Denmark,info_legal,24,0.0,200.0,0.0,inf,1.0
Poland,Denmark,info_legal,25,0.0,200.0,0.0,inf,1.0
Poland,Denmark,info_legal,26,0.0,200.0,0.0,inf,1.0
Poland,Denmark,info_legal,27,0.0,200.0,0.0,inf,1.0
Poland,Denmark,info_legal,28,0.0,200.0,0.0,inf,1.0
Poland,Denmark,info_legal,29,0.0,200.0,0.0,inf,1.0
Poland,Denmark,info_legal,30,0.0,200.0,0.0,inf,1.0
Poland,Denmark,info_legal,31,0.0,200.0,0.0,inf,1.0
Poland,Denmark,medical,0,0.0,200.0,0.0,inf,1.0
Poland,Denmark,medical,1,0.0,200.0,0.0,inf,1.0
Poland,Denmark,medical,2,0.0,200.0,0.0,inf,1.0
Poland,Denmark,medical,3,0.0,200.0,0.0,inf,1.0
Poland,Denmark,medical,4,0.0,200.0,0.0,inf,1.0
Poland,Denmark,medical,5,0.0,200.0,0.0,inf,1.0
Poland,Denmark,medical,6,0.0,200.0,0.0,inf,1.0
Poland,Denmark,medical,7,0.0,200.0,0.0,inf,1.0
Poland,Denmark,medical,8,0.0,200.0,0.0,inf,1.0
Poland,Denmark,medical,9,0.0,200.0,0.0,inf,1.0
Poland,Denmark,medical,10,0.0,200.0,0.0,inf,1.0
Poland,Denmark,medical,11,0.0,200.0,0.0,inf,1.0
Poland,Denmark,medical,12,0.0,200.0,0.0,inf,1.0
Poland,Denmark,medical,13,0.0,200.0,0.0,inf,1.0
Poland,Denmark,medical,14,0.0,200.0,0.0,inf,1.0
Poland,Denmark,medical,15,0.0,200.0,0.0,inf,1.0
Poland,Denmark,medical,16,0.0,200.0,0.0,inf,1.0
Poland,Denmark,medical,17,0.0,200.0,0.0,inf,1.0
Poland,Denmark,medical,18,0.0,200.0,0.0,inf,1.0
Poland,Denmark,medical,19,0.0,200.0,0.0,inf,1.0
Poland,Denmark,medical,20,0.0,200.0,0.0,inf,1.0
Poland,Denmark,medical,21,0.0,200.0,0.0,inf,1.0
Poland,Denmark,medical,22,0.0,200.0,0.0,inf,1.0
Poland,Denmark,medical,23,0.0,200.0,0.0,inf,1.0
Poland,Denmark,medical,24,0.0,200.0,0.0,inf,1.0
Poland,Denmark,medical,25,0.0,200.0,0.0,inf,1.0
Poland,Denmark,medical,26,0.0,200.0,0.0,inf,1.0
Poland,Denmark,medical,27,0.0,200.0,0.0,inf,1.0
Poland,Denmark,medical,28,0.0,200.0,0.0,inf,1.0
Poland,Denmark,medical,29,0.0,200.0,0.0,inf,1.0
Poland,Denmark,medical,30,0.0,200.0,0.0,inf,1.0
Poland,Denmark,medical,31,0.0,200.0,0.0,inf,1.0
Poland,France,info_legal,0,0.0,200.0,0.0,inf,1.0
Poland,France,info_legal,1,0.0,200.0,0.0,inf,1.0
Poland,France,info_legal,2,0.0,200.0,0.0,inf,1.0
Poland,France,info_legal,3,0.0,200.0,0.0,inf,1.0
Poland,France,info_legal,4,0.0,200.0,0.0,inf,1.0
Poland,France,info_legal,5,0.0,200.0,0.0,inf,1.0
Poland,France,info_legal,6,0.0,200.0,0.0,inf,1.0
Poland,France,info_legal,7,0.0,200.0,0.0,inf,1.0
Poland,France,info_legal,8,0.0,200.0,0.0,inf,1.0
Poland,France,info_legal,9,0.0,200.0,0.0,inf,1.0
Poland,France,info_legal,10,0.0,200.0,0.0,inf,1.0
Poland,France,info_legal,11,0.0,200.0,0.0,inf,1.0
Poland,France,info_legal,12,0.0,200.0,0.0,inf,1.0
Poland,France,info_legal,13,0.0,200.0,0.0,inf,1.0
Poland,France,info_legal,14,0.0,200.0,0.0,inf,1.0
Poland,France,info_legal,15,0.0,200.0,0.0,inf,1.0
Poland,France,info_legal,16,0.0,200.0,0.0,inf,1.0
Poland,France,info_legal,17,0.0,200.0,0.0,inf,1.0
Poland,France,info_legal,18,0.0,200.0,0.0,inf,1.0
Poland,France,info_legal,19,0.0,200.0,0.0,inf,1.0
Poland,France,info_legal,20,0.0,200.0,0.0,inf,1.0
Poland,France,info_legal,21,0.0,200.0,0.0,inf,1.0
Poland,France,info_legal,22,0.0,200.0,0.0,inf,1.0
Poland,France,info_legal,23,0.0,200.0,0.0,inf,1.0
Poland,France,info_legal,24,0.0,200.0,0.0,inf,1.0
Poland,France,info_legal,25,0.0,200.0,0.0,inf,1.0
Poland,France,info_legal,26,0.0,200.0,0.0,inf,1.0
Poland,France,info_legal,27,0.0,200.0,0.0,inf,1.0
Poland,France,info_legal,28,0.0,200.0,0.0,inf,1.0
Poland,France,info_legal,29,0.0,200.0,0.0,inf,1.0
Poland,France,info_legal,30,0.0,200.0,0.0,inf,1.0
Poland,France,info_legal,31,0.0,200.0,0.0,inf,1.0
Poland,France,medical,0,0.0,200.0,0.0,inf,1.0
Poland,France,medical,1,0.0,200.0,0.0,inf,1.0
Poland,France,medical,2,0.0,200.0,0.0,inf,1.0
Poland,France,medical,3,0.0,200.0,0.0,inf,1.0
Poland,France,medical,4,0.0,200.0,0.0,inf,1.0
Poland,France,medical,5,0.0,200.0,0.0,inf,1.0
Poland,France,medical,6,0.0,200.0,0.0,inf,1.0
Poland,France,medical,7,0.0,200.0,0.0,inf,1.0
Poland,France,medical,8,0.0,200.0,0.0,inf,1.0
Poland,France,medical,9,0.0,200.0,0.0,inf,1.0
Poland,France,medical,10,0.0,200.0,0.0,inf,1.0
Poland,France,medical,11,0.0,200.0,0.0,inf,1.0
Poland,France,medical,12,0.0,200.0,0.0,inf,1.0
Poland,France,medical,13,0.0,200.0,0.0,inf,1.0
Poland,France,medical,14,0.0,200.0,0.0,inf,1.0
Poland,France,medical,15,0.0,200.0,0.0,inf,1.0
Poland,France,medical,16,0.0,200.0,0.0,inf,1.0
Poland,France,medical,17,0.0,200.0,0.0,inf,1.0
Poland,France,medical,18,0.0,200.0,0.0,inf,1.0
Poland,France,medical,19,0.0,200.0,0.0,inf,1.0
Poland,France,medical,20,0.0,200.0,0.0,inf,1.0
Poland,France,medical,21,0.0,200.0,0.0,inf,1.0
Poland,France,medical,22,0.0,200.0,0.0,inf,1.0
Poland,France,medical,23,0.0,200.0,0.0,inf,1.0
Poland,France,medical,24,0.0,200.0,0.0,inf,1.0
Poland,France,medical,25,0.0,200.0,0.0,inf,1.0
Poland,France,medical,26,0.0,200.0,0.0,inf,1.0
Poland,France,medical,27,0.0,200.0,0.0,inf,1.0
Poland,France,medical,28,0.0,200.0,0.0,inf,1.0
Poland,France,medical,29,0.0,200.0,0.0,inf,1.0
Poland,France,medical,30,0.0,200.0,0.0,inf,1.0
Poland,France,medical,31,0.0,200.0,0.0,inf,1.0
Poland,Germany,info_legal,0,0.0,200.0,0.0,inf,1.0
Poland,Germany,info_legal,1,0.0,200.0,0.0,inf,1.0
Poland,Germany,info_legal,2,0.0,200.0,0.0,inf,1.0
Poland,Germany,info_legal,3,0.0,200.0,0.0,inf,1.0
Poland,Germany,info_legal,4,0.0,200.0,0.0,inf,1.0
Poland,Germany,info_legal,5,0.0,200.0,0.0,inf,1.0
Poland,Germany,info_legal,6,0.0,200.0,0.0,inf,1.0
Poland,Germany,info_legal,7,0.0,200.0,0.0,inf,1.0
Poland,Germany,info_legal,8,0.0,200.0,0.0,inf,1.0
Poland,Germany,info_legal,9,0.0,200.0,0.0,inf,1.0
Poland,Germany,info_legal,10,0.0,200.0,0.0,inf,1.0
Poland,Germany,info_legal,11,0.0,200.0,0.0,inf,1.0
Poland,Germany,info_legal,12,0.0,200.0,0.0,inf,1.0
Poland,Germany,info_legal,13,0.0,200.0,0.0,inf,1.0
Poland,Germany,info_legal,14,0.0,200.0,0.0,inf,1.0
Poland,Germany,info_legal,15,0.0,200.0,0.0,inf,1.0
Poland,Germany,info_legal,16,0.0,200.0,0.0,inf,1.0
Poland,Germany,info_legal,17,0.0,200.0,0.0,inf,1.0
Poland,Germany,info_legal,18,0.0,200.0,0.0,inf,1.0
Poland,Germany,info_legal,19,0.0,200.0,0.0,inf,1.0
Poland,Germany,info_legal,20,0.0,200.0,0.0,inf,1.0
Poland,Germany,info_legal,21,0.0,200.0,0.0,inf,1.0
Poland,Germany,info_legal,22,0.0,200.0,0.0,inf,1.0
Poland,Germany,info_legal,23,0.0,200.0,0.0,inf,1.0
Poland,Germany,info_legal,24,0.0,200.0,0.0,inf,1.0
Poland,Germany,info_legal,25,0.0,200.0,0.0,inf,1.0
Poland,Germany,info_legal,26,0.0,200.0,0.0,inf,1.0
Poland,Germany,info_legal,27,0.0,200.0,0.0,inf,1.0
Poland,Germany,info_legal,28,0.0,200.0,0.0,inf,1.0
Poland,Germany,info_legal,29,0.0,200.0,0.0,inf,1.0
Poland,Germany,info_legal,30,0.0,200.0,0.0,inf,1.0
Poland,Germany,info_legal,31,0.0,200.0,0.0,inf,1.0
Poland,Germany,medical,0,0.0,200.0,0.0,inf,1.0
Poland,Germany,medical,1,0.0,200.0,0.0,inf,1.0
Poland,Germany,medical,2,0.0,200.0,0.0,inf,1.0
Poland,Germany,medical,3,0.0,200.0,0.0,inf,1.0
Poland,Germany,medical,4,0.0,200.0,0.0,inf,1.0
Poland,Germany,medical,5,0.0,200.0,0.0,inf,1.0
Poland,Germany,medical,6,0.0,200.0,0.0,inf,1.0
Poland,Germany,medical,7,0.0,200.0,0.0,inf,1.0
Poland,Germany,medical,8,0.0,200.0,0.0,inf,1.0
Poland,Germany,medical,9,0.0,200.0,0.0,inf,1.0
Poland,Germany,medical,10,0.0,200.0,0.0,inf,1.0
Poland,Germany,medical,11,0.0,200.0,0.0,inf,1.0
Poland,Germany,medical,12,0.0,200.0,0.0,inf,1.0
Poland,Germany,medical,13,0.0,200.0,0.0,inf,1.0
Poland,Germany,medical,14,0.0,200.0,0.0,inf,1.0
Poland,Germany,medical,15,0.0,200.0,0.0,inf,1.0
Poland,Germany,medical,16,0.0,200.0,0.0,inf,1.0
Poland,Germany,medical,17,0.0,200.0,0.0,inf,1.0
Poland,Germany,medical,18,0.0,200.0,0.0,inf,1.0
Poland,Germany,medical,19,0.0,200.0,0.0,inf,1.0
Poland,Germany,medical,20,0.0,200.0,0.0,inf,1.0
Poland,Germany,medical,21,0.0,200.0,0.0,inf,1.0
Poland,Germany,medical,22,0.0,200.0,0.0,inf,1.0
Poland,Germany,medical,23,0.0,200.0,0.0,inf,1.0
Poland,Germany,medical,24,0.0,200.0,0.0,inf,1.0
Poland,Germany,medical,25,0.0,200.0,0.0,inf,1.0
Poland,Germany,medical,26,0.0,200.0,0.0,inf,1.0
Poland,Germany,medical,27,0.0,200.0,0.0,inf,1.0
Poland,Germany,medical,28,0.0,200.0,0.0,inf,1.0
