i,j,s,t,level,marginal,lower,upper,scale
Denmark,Belgium,medical,18,0.0,200.0,0.0,inf,1.0
Denmark,Belgium,medical,19,0.0,200.0,0.0,inf,1.0
Denmark,Belgium,medical,20,0.0,200.0,0.0,inf,1.0
Denmark,Belgium,medical,21,0.0,200.0,0.0,inf,1.0
Denmark,Belgium,medical,22,0.0,200.0,0.0,inf,1.0
Denmark,Belgium,medical,23,0.0,200.0,0.0,inf,1.0
Denmark,Belgium,medical,24,0.0,200.0,0.0,inf,1.0
Denmark,Belgium,medical,25,0.0,200.0,0.0,inf,1.0
Denmark,Belgium,medical,26,0.0,200.0,0.0,inf,1.0
Denmark,Belgium,medical,27,0.0,200.0,0.0,inf,1.0
Denmark,Belgium,medical,28,0.0,200.0,0.0,inf,1.0
Denmark,Belgium,medical,29,0.0,200.0,0.0,inf,1.0
Denmark,Belgium,medical,30,0.0,200.0,0.0,inf,1.0
Denmark,Belgium,medical,31,0.0,200.0,0.0,inf,1.0
Denmark,Denmark,info_legal,0,0.0,-0.0,0.0,inf,1.0
Denmark,Denmark,medical,0,0.0,-0.0,0.0,inf,1.0
Denmark,France,info_legal,0,0.0,200.0,0.0,inf,1.0
Denmark,France,info_legal,1,0.0,200.0,0.0,inf,1.0
Denmark,France,info_legal,2,0.0,200.0,0.0,inf,1.0
Denmark,France,info_legal,3,0.0,200.0,0.0,inf,1.0
Denmark,France,info_legal,4,0.0,200.0,0.0,inf,1.0
Denmark,France,info_legal,5,0.0,200.0,0.0,inf,1.0
Denmark,France,info_legal,6,0.0,200.0,0.0,inf,1.0
Denmark,France,info_legal,7,0.0,200.0,0.0,inf,1.0
Denmark,France,info_legal,8,0.0,200.0,0.0,inf,1.0
Denmark,France,info_legal,9,0.0,200.0,0.0,inf,1.0
Denmark,France,info_legal,10,0.0,200.0,0.0,inf,1.0
Denmark,France,info_legal,11,0.0,200.0,0.0,inf,1.0
Denmark,France,info_legal,12,0.0,200.0,0.0,inf,1.0
Denmark,France,info_legal,13,0.0,200.0,0.0,inf,1.0
Denmark,France,info_legal,14,0.0,200.0,0.0,inf,1.0
Denmark,France,info_legal,15,0.0,200.0,0.0,inf,1.0
Denmark,France,info_legal,16,0.0,200.0,0.0,inf,1.0
Denmark,France,info_legal,17,0.0,200.0,0.0,inf,1.0
Denmark,France,info_legal,18,0.0,200.0,0.0,inf,1.0
Denmark,France,info_legal,19,0.0,200.0,0.0,inf,1.0
Denmark,France,info_legal,20,0.0,200.0,0.0,inf,1.0
Denmark,France,info_legal,21,0.0,200.0,0.0,inf,1.0
Denmark,France,info_legal,22,0.0,200.0,0.0,inf,1.0
Denmark,France,info_legal,23,0.0,200.0,0.0,inf,1.0
Denmark,France,info_legal,24,0.0,200.0,0.0,inf,1.0
Denmark,France,info_legal,25,0.0,200.0,0.0,inf,1.0
Denmark,France,info_legal,26,0.0,200.0,0.0,inf,1.0
Denmark,France,info_legal,27,0.0,200.0,0.0,inf,1.0
Denmark,France,info_legal,28,0.0,200.0,0.0,inf,1.0
Denmark,France,info_legal,29,0.0,200.0,0.0,inf,1.0
Denmark,France,info_legal,30,0.0,200.0,0.0,inf,1.0
Denmark,France,info_legal,31,0.0,200.0,0.0,inf,1.0
Denmark,France,medical,0,0.0,200.0,0.0,inf,1.0
Denmark,France,medical,1,0.0,200.0,0.0,inf,1.0
Denmark,France,medical,2,0.0,200.0,0.0,inf,1.0
Denmark,France,medical,3,0.0,200.0,0.0,inf,1.0
Denmark,France,medical,4,0.0,200.0,0.0,inf,1.0
Denmark,France,medical,5,0.0,200.0,0.0,inf,1.0
Denmark,France,medical,6,0.0,200.0,0.0,inf,1.0
Denmark,France,medical,7,0.0,200.0,0.0,inf,1.0
Denmark,France,medical,8,0.0,200.0,0.0,inf,1.0
Denmark,France,medical,9,0.0,200.0,0.0,inf,1.0
Denmark,France,medical,10,0.0,200.0,0.0,inf,1.0
Denmark,France,medical,11,0.0,200.0,0.0,inf,1.0
Denmark,France,medical,12,0.0,200.0,0.0,inf,1.0
Denmark,France,medical,13,0.0,200.0,0.0,inf,1.0
Denmark,France,medical,14,0.0,200.0,0.0,inf,1.0
Denmark,France,medical,15,0.0,200.0,0.0,inf,1.0
Denmark,France,medical,16,0.0,200.0,0.0,inf,1.0
Denmark,France,medical,17,0.0,200.0,0.0,inf,1.0
Denmark,France,medical,18,0.0,200.0,0.0,inf,1.0
Denmark,France,medical,19,0.0,200.0,0.0,inf,1.0
Denmark,France,medical,20,0.0,200.0,0.0,inf,1.0
Denmark,France,medical,21,0.0,200.0,0.0,inf,1.0
Denmark,France,medical,22,0.0,200.0,0.0,inf,1.0
Denmark,France,medical,23,0.0,200.0,0.0,inf,1.0
Denmark,France,medical,24,0.0,200.0,0.0,inf,1.0
Denmark,France,medical,25,0.0,200.0,0.0,inf,1.0
Denmark,France,medical,26,0.0,200.0,0.0,inf,1.0
Denmark,France,medical,27,0.0,200.0,0.0,inf,1.0
Denmark,France,medical,28,0.0,200.0,0.0,inf,1.0
Denmark,France,medical,29,0.0,200.0,0.0,inf,1.0
Denmark,France,medical,30,0.0,200.0,0.0,inf,1.0
Denmark,France,medical,31,0.0,200.0,0.0,inf,1.0
Denmark,Germany,info_legal,0,0.0,200.0,0.0,inf,1.0
Denmark,Germany,info_legal,1,0.0,200.0,0.0,inf,1.0
Denmark,Germany,info_legal,2,0.0,200.0,0.0,inf,1.0
Denmark,Germany,info_legal,3,0.0,200.0,0.0,inf,1.0
Denmark,Germany,info_legal,4,0.0,200.0,0.0,inf,1.0
Denmark,Germany,info_legal,5,0.0,200.0,0.0,inf,1.0
Denmark,Germany,info_legal,6,0.0,200.0,0.0,inf,1.0
Denmark,Germany,info_legal,7,0.0,200.0,0.0,inf,1.0
Denmark,Germany,info_legal,8,0.0,200.0,0.0,inf,1.0
Denmark,Germany,info_legal,9,0.0,200.0,0.0,inf,1.0
Denmark,Germany,info_legal,10,0.0,200.0,0.0,inf,1.0
Denmark,Germany,info_legal,11,0.0,200.0,0.0,inf,1.0
Denmark,Germany,info_legal,12,0.0,200.0,0.0,inf,1.0
Denmark,Germany,info_legal,13,0.0,200.0,0.0,inf,1.0
Denmark,Germany,info_legal,14,0.0,200.0,0.0,inf,1.0
Denmark,Germany,info_legal,15,0.0,200.0,0.0,inf,1.0
Denmark,Germany,info_legal,16,0.0,200.0,0.0,inf,1.0
Denmark,Germany,info_legal,17,0.0,200.0,0.0,inf,1.0
Denmark,Germany,info_legal,18,0.0,200.0,0.0,inf,1.0
Denmark,Germany,info_legal,19,0.0,200.0,0.0,inf,1.0
Denmark,Germany,info_legal,20,0.0,200.0,0.0,inf,1.0
Denmark,Germany,info_legal,21,0.0,200.0,0.0,inf,1.0
Denmark,Germany,info_legal,22,0.0,200.0,0.0,inf,1.0
Denmark,Germany,info_legal,23,0.0,200.0,0.0,inf,1.0
Denmark,Germany,info_legal,24,0.0,200.0,0.0,inf,1.0
Denmark,Germany,info_legal,25,0.0,200.0,0.0,inf,1.0
Denmark,Germany,info_legal,26,0.0,200.0,0.0,inf,1.0
Denmark,Germany,info_legal,27,0.0,200.0,0.0,inf,1.0
Denmark,Germany,info_legal,28,0.0,200.0,0.0,inf,1.0
Denmark,Germany,info_legal,29,0.0,200.0,0.0,inf,1.0
Denmark,Germany,info_legal,30,0.0,200.0,0.0,inf,1.0
Denmark,Germany,info_legal,31,0.0,200.0,0.0,inf,1.0
Denmark,Germany,medical,0,0.0,200.0,0.0,inf,1.0
Denmark,Germany,medical,1,0.0,200.0,0.0,inf,1.0
Denmark,Germany,medical,2,0.0,200.0,0.0,inf,1.0
Denmark,Germany,medical,3,0.0,200.0,0.0,inf,1.0
Denmark,Germany,medical,4,0.0,200.0,0.0,inf,1.0
Denmark,Germany,medical,5,0.0,200.0,0.0,inf,1.0
Denmark,Germany,medical,6,0.0,200.0,0.0,inf,1.0
Denmark,Germany,medical,7,0.0,200.0,0.0,inf,1.0
Denmark,Germany,medical,8,0.0,200.0,0.0,inf,1.0
Denmark,Germany,medical,9,0.0,200.0,0.0,inf,1.0
Denmark,Germany,medical,10,0.0,200.0,0.0,inf,1.0
Denmark,Germany,medical,11,0.0,200.0,0.0,inf,1.0
Denmark,Germany,medical,12,0.0,200.0,0.0,inf,1.0
Denmark,Germany,medical,13,0.0,200.0,0.0,inf,1.0
Denmark,Germany,medical,14,0.0,200.0,0.0,inf,1.0
Denmark,Germany,medical,15,0.0,200.0,0.0,inf,1.0
Denmark,Germany,medical,16,0.0,200.0,0.0,inf,1.0
Denmark,Germany,medical,17,0.0,200.0,0.0,inf,1.0
Denmark,Germany,medical,18,0.0,200.0,0.0,inf,1.0
Denmark,Germany,medical,19,0.0,200.0,0.0,inf,1.0
Denmark,Germany,medical,20,0.0,200.0,0.0,inf,1.0
Denmark,Germany,medical,21,0.0,200.0,0.0,inf,1.0
Denmark,Germany,medical,22,0.0,200.0,0.0,inf,1.0
Denmark,Germany,medical,23,0.0,200.0,0.0,inf,1.0
Denmark,Germany,medical,24,0.0,200.0,0.0,inf,1.0
Denmark,Germany,medical,25,0.0,200.0,0.0,inf,1.0
Denmark,Germany,medical,26,0.0,200.0,0.0,inf,1.0
Denmark,Germany,medical,27,0.0,200.0,0.0,inf,1.0
Denmark,Germany,medical,28,0.0,200.0,0.0,inf,1.0
Denmark,Germany,medical,29,0.0,200.0,0.0,inf,1.0
Denmark,Germany,medical,30,0.0,200.0,0.0,inf,1.0
Denmark,Germany,medical,31,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,info_legal,0,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,info_legal,1,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,info_legal,2,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,info_legal,3,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,info_legal,4,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,info_legal,5,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,info_legal,6,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,info_legal,7,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,info_legal,8,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,info_legal,9,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,info_legal,10,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,info_legal,11,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,info_legal,12,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,info_legal,13,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,info_legal,14,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,info_legal,15,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,info_legal,16,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,info_legal,17,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,info_legal,18,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,info_legal,19,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,info_legal,20,2.0,200.0,0.0,inf,1.0
Denmark,Hungry,info_legal,21,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,info_legal,22,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,info_legal,23,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,info_legal,24,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,info_legal,25,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,info_legal,26,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,info_legal,27,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,info_legal,28,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,info_legal,29,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,info_legal,30,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,info_legal,31,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,medical,0,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,medical,1,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,medical,2,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,medical,3,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,medical,4,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,medical,5,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,medical,6,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,medical,7,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,medical,8,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,medical,9,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,medical,10,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,medical,11,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,medical,12,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,medical,13,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,medical,14,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,medical,15,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,medical,16,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,medical,17,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,medical,18,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,medical,19,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,medical,20,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,medical,21,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,medical,22,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,medical,23,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,medical,24,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,medical,25,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,medical,26,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,medical,27,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,medical,28,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,medical,29,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,medical,30,0.0,200.0,0.0,inf,1.0
Denmark,Hungry,medical,31,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,info_legal,0,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,info_legal,1,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,info_legal,2,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,info_legal,3,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,info_legal,4,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,info_legal,5,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,info_legal,6,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,info_legal,7,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,info_legal,8,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,info_legal,9,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,info_legal,10,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,info_legal,11,1.0,200.0,0.0,inf,1.0
Denmark,Moldova,info_legal,12,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,info_legal,13,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,info_legal,14,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,info_legal,15,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,info_legal,16,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,info_legal,17,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,info_legal,18,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,info_legal,19,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,info_legal,20,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,info_legal,21,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,info_legal,22,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,info_legal,23,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,info_legal,24,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,info_legal,25,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,info_legal,26,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,info_legal,27,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,info_legal,28,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,info_legal,29,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,info_legal,30,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,info_legal,31,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,medical,0,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,medical,1,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,medical,2,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,medical,3,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,medical,4,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,medical,5,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,medical,6,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,medical,7,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,medical,8,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,medical,9,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,medical,10,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,medical,11,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,medical,12,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,medical,13,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,medical,14,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,medical,15,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,medical,16,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,medical,17,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,medical,18,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,medical,19,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,medical,20,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,medical,21,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,medical,22,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,medical,23,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,medical,24,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,medical,25,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,medical,26,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,medical,27,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,medical,28,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,medical,29,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,medical,30,0.0,200.0,0.0,inf,1.0
Denmark,Moldova,medical,31,0.0,200.0,0.0,inf,1.0
Denmark,Poland,info_legal,0,0.0,200.0,0.0,inf,1.0
Denmark,Poland,info_legal,1,0.0,200.0,0.0,inf,1.0
Denmark,Poland,info_legal,2,0.0,200.0,0.0,inf,1.0
Denmark,Poland,info_legal,3,0.0,200.0,0.0,inf,1.0
Denmark,Poland,info_legal,4,0.0,200.0,0.0,inf,1.0
Denmark,Poland,info_legal,5,0.0,200.0,0.0,inf,1.0
Denmark,Poland,info_legal,6,0.0,200.0,0.0,inf,1.0
Denmark,Poland,info_legal,7,0.0,200.0,0.0,inf,1.0
Denmark,Poland,info_legal,8,0.0,200.0,0.0,inf,1.0
Denmark,Poland,info_legal,9,0.0,200.0,0.0,inf,1.0
Denmark,Poland,info_legal,10,0.0,200.0,0.0,inf,1.0
Denmark,Poland,info_legal,11,0.0,200.0,0.0,inf,1.0
Denmark,Poland,info_legal,12,0.0,200.0,0.0,inf,1.0
Denmark,Poland,info_legal,13,0.0,200.0,0.0,inf,1.0
Denmark,Poland,info_legal,14,1.0,200.0,0.0,inf,1.0
Denmark,Poland,info_legal,15,0.0,200.0,0.0,inf,1.0
Denmark,Poland,info_legal,16,0.0,200.0,0.0,inf,1.0
Denmark,Poland,info_legal,17,0.0,200.0,0.0,inf,1.0
Denmark,Poland,info_legal,18,0.0,200.0,0.0,inf,1.0
Denmark,Poland,info_legal,19,0.0,200.0,0.0,inf,1.0
Denmark,Poland,info_legal,20,0.0,200.0,0.0,inf,1.0
Denmark,Poland,info_legal,21,0.0,200.0,0.0,inf,1.0
Denmark,Poland,info_legal,22,0.0,200.0,0.0,inf,1.0
Denmark,Poland,info_legal,23,0.0,200.0,0.0,inf,1.0
Denmark,Poland,info_legal,24,0.0,200.0,0.0,inf,1.0
Denmark,Poland,info_legal,25,0.0,200.0,0.0,inf,1.0
Denmark,Poland,info_legal,26,0.0,200.0,0.0,inf,1.0
Denmark,Poland,info_legal,27,0.0,200.0,0.0,inf,1.0
Denmark,Poland,info_legal,28,0.0,200.0,0.0,inf,1.0
Denmark,Poland,info_legal,29,0.0,200.0,0.0,inf,1.0
Denmark,Poland,info_legal,30,0.0,200.0,0.0,inf,1.0
Denmark,Poland,info_legal,31,0.0,200.0,0.0,inf,1.0
Denmark,Poland,medical,0,0.0,200.0,0.0,inf,1.0
Denmark,Poland,medical,1,0.0,200.0,0.0,inf,1.0
Denmark,Poland,medical,2,0.0,200.0,0.0,inf,1.0
Denmark,Poland,medical,3,0.0,200.0,0.0,inf,1.0
Denmark,Poland,medical,4,0.0,200.0,0.0,inf,1.0
Denmark,Poland,medical,5,0.0,200.0,0.0,inf,1.0
Denmark,Poland,medical,6,0.0,200.0,0.0,inf,1.0
Denmark,Poland,medical,7,0.0,200.0,0.0,inf,1.0
Denmark,Poland,medical,8,0.0,200.0,0.0,inf,1.0
Denmark,Poland,medical,9,0.0,200.0,0.0,inf,1.0
Denmark,Poland,medical,10,0.0,200.0,0.0,inf,1.0
Denmark,Poland,medical,11,0.0,200.0,0.0,inf,1.0
Denmark,Poland,medical,12,0.0,200.0,0.0,inf,1.0
Denmark,Poland,medical,13,0.0,200.0,0.0,inf,1.0
Denmark,Poland,medical,14,1.0,200.0,0.0,inf,1.0
Denmark,Poland,medical,15,0.0,200.0,0.0,inf,1.0
Denmark,Poland,medical,16,0.0,200.0,0.0,inf,1.0
Denmark,Poland,medical,17,0.0,200.0,0.0,inf,1.0
Denmark,Poland,medical,18,0.0,200.0,0.0,inf,1.0
Denmark,Poland,medical,19,0.0,200.0,0.0,inf,1.0
Denmark,Poland,medical,20,0.0,200.0,0.0,inf,1.0
Denmark,Poland,medical,21,0.0,200.0,0.0,inf,1.0
Denmark,Poland,medical,22,0.0,200.0,0.0,inf,1.0
Denmark,Poland,medical,23,0.0,200.0,0.0,inf,1.0
Denmark,Poland,medical,24,0.0,200.0,0.0,inf,1.0
Denmark,Poland,medical,25,0.0,200.0,0.0,inf,1.0
Denmark,Poland,medical,26,0.0,200.0,0.0,inf,1.0
Denmark,Poland,medical,27,0.0,200.0,0.0,inf,1.0
Denmark,Poland,medical,28,0.0,200.0,0.0,inf,1.0
Denmark,Poland,medical,29,0.0,200.0,0.0,inf,1.0
Denmark,Poland,medical,30,0.0,200.0,0.0,inf,1.0
Denmark,Poland,medical,31,0.0,200.0,0.0,inf,1.0
Denmark,Romania,info_legal,0,0.0,200.0,0.0,inf,1.0
Denmark,Romania,info_legal,1,0.0,200.0,0.0,inf,1.0
Denmark,Romania,info_legal,2,0.0,200.0,0.0,inf,1.0
Denmark,Romania,info_legal,3,0.0,200.0,0.0,inf,1.0
Denmark,Romania,info_legal,4,0.0,200.0,0.0,inf,1.0
Denmark,Romania,info_legal,5,0.0,200.0,0.0,inf,1.0
Denmark,Romania,info_legal,6,0.0,200.0,0.0,inf,1.0
Denmark,Romania,info_legal,7,0.0,200.0,0.0,inf,1.0
Denmark,Romania,info_legal,8,0.0,200.0,0.0,inf,1.0
Denmark,Romania,info_legal,9,0.0,200.0,0.0,inf,1.0
Denmark,Romania,info_legal,10,0.0,200.0,0.0,inf,1.0
Denmark,Romania,info_legal,11,0.0,200.0,0.0,inf,1.0
Denmark,Romania,info_legal,12,0.0,200.0,0.0,inf,1.0
Denmark,Romania,info_legal,13,0.0,200.0,0.0,inf,1.0
Denmark,Romania,info_legal,14,0.0,200.0,0.0,inf,1.0
Denmark,Romania,info_legal,15,0.0,200.0,0.0,inf,1.0
Denmark,Romania,info_legal,16,0.0,200.0,0.0,inf,1.0
Denmark,Romania,info_legal,17,0.0,200.0,0.0,inf,1.0
Denmark,Romania,info_legal,18,0.0,200.0,0.0,inf,1.0
Denmark,Romania,info_legal,19,0.0,200.0,0.0,inf,1.0
Denmark,Romania,info_legal,20,0.0,200.0,0.0,inf,1.0
Denmark,Romania,info_legal,21,0.0,200.0,0.0,inf,1.0
Denmark,Romania,info_legal,22,0.0,200.0,0.0,inf,1.0
Denmark,Romania,info_legal,23,0.0,200.0,0.0,inf,1.0
Denmark,Romania,info_legal,24,0.0,200.0,0.0,inf,1.0
Denmark,Romania,info_legal,25,0.0,200.0,0.0,inf,1.0
Denmark,Romania,info_legal,26,0.0,200.0,0.0,inf,1.0
Denmark,Romania,info_legal,27,0.0,200.0,0.0,inf,1.0
Denmark,Romania,info_legal,28,0.0,200.0,0.0,inf,1.0
Denmark,Romania,info_legal,29,0.0,200.0,0.0,inf,1.0
Denmark,Romania,info_legal,30,0.0,200.0,0.0,inf,1.0
Denmark,Romania,info_legal,31,0.0,200.0,0.0,inf,1.0
Denmark,Romania,medical,0,0.0,200.0,0.0,inf,1.0
Denmark,Romania,medical,1,0.0,200.0,0.0,inf,1.0
Denmark,Romania,medical,2,0.0,200.0,0.0,inf,1.0
Denmark,Romania,medical,3,0.0,200.0,0.0,inf,1.0
Denmark,Romania,medical,4,0.0,200.0,0.0,inf,1.0
Denmark,Romania,medical,5,0.0,200.0,0.0,inf,1.0
Denmark,Romania,medical,6,0.0,200.0,0.0,inf,1.0
Denmark,Romania,medical,7,0.0,200.0,0.0,inf,1.0
Denmark,Romania,medical,8,0.0,200.0,0.0,inf,1.0
Denmark,Romania,medical,9,0.0,200.0,0.0,inf,1.0
Denmark,Romania,medical,10,0.0,200.0,0.0,inf,1.0
Denmark,Romania,medical,11,0.0,200.0,0.0,inf,1.0
Denmark,Romania,medical,12,0.0,200.0,0.0,inf,1.0
Denmark,Romania,medical,13,0.0,200.0,0.0,inf,1.0
Denmark,Romania,medical,14,0.0,200.0,0.0,inf,1.0
Denmark,Romania,medical,15,0.0,200.0,0.0,inf,1.0
Denmark,Romania,medical,16,0.0,200.0,0.0,inf,1.0
Denmark,Romania,medical,17,0.0,200.0,0.0,inf,1.0
Denmark,Romania,medical,18,0.0,200.0,0.0,inf,1.0
Denmark,Romania,medical,19,0.0,200.0,0.0,inf,1.0
Denmark,Romania,medical,20,0.0,200.0,0.0,inf,1.0
Denmark,Romania,medical,21,0.0,200.0,0.0,inf,1.0
Denmark,Romania,medical,22,0.0,200.0,0.0,inf,1.0
Denmark,Romania,medical,23,0.0,200.0,0.0,inf,1.0
Denmark,Romania,medical,24,0.0,200.0,0.0,inf,1.0
Denmark,Romania,medical,25,0.0,200.0,0.0,inf,1.0
Denmark,Romania,medical,26,0.0,200.0,0.0,inf,1.0
Denmark,Romania,medical,27,0.0,200.0,0.0,inf,1.0
Denmark,Romania,medical,28,0.0,200.0,0.0,inf,1.0
Denmark,Romania,medical,29,0.0,200.0,0.0,inf,1.0
Denmark,Romania,medical,30,0.0,200.0,0.0,inf,1.0
Denmark,Romania,medical,31,0.0,200.0,0.0,inf,1.0
Denmark,Slovakia,info_legal,0,0.0,200.0,0.0,inf,1.0
Denmark,Slovakia,info_legal,1,0.0,200.0,0.0,inf,1.0
Denmark,Slovakia,info_legal,2,0.0,200.0,0.0,inf,1.0
Denmark,Slovakia,info_legal,3,0.0,200.0,0.0,inf,1.0
Denmark,Slovakia,info_legal,4,0.0,200.0,0.0,inf,1.0
Denmark,Slovakia,info_legal,5,0.0,200.0,0.0,inf,1.0
Denmark,Slovakia,info_legal,6,0.0,200.0,0.0,inf,1.0
Denmark,Slovakia,info_legal,7,0.0,200.0,0.0,inf,1.0
Denmark,Slovakia,info_legal,8,0.0,200.0,0.0,inf,1.0
Denmark,Slovakia,info_legal,9,0.0,200.0,0.0,inf,1.0
